1 0 104
2 104 679
3 783 702
4 1485 683
5 2168 722
6 2890 700
7 3590 711
8 4301 657
9 4958 652
10 5610 676
11 6286 661
12 6947 739
13 7686 707
14 8393 685
15 9078 653
16 9731 696
17 10427 649
18 11076 681
19 11757 666
20 12423 654
21 13077 674
22 13751 667
23 14418 677
24 15095 671
25 15766 689
26 16455 718
27 17173 695
28 17868 696
29 18564 728
30 19292 659
31 19951 692
32 20643 672
33 21315 682
34 21997 659
35 22656 686
36 23342 674
37 24016 672
38 24688 674
39 25362 668
40 26030 680
41 26710 722
42 27432 678
43 28110 708
44 28818 653
45 29471 691
46 30162 684
47 30846 704
48 31550 686
49 32236 723
50 32959 658
51 33617 677
52 34294 709
53 35003 691
54 35694 683
55 36377 686
56 37063 704
57 37767 723
58 38490 677
59 39167 707
60 39874 672
61 40546 735
62 41281 664
63 41945 693
64 42638 676
65 43314 687
66 44001 675
67 44676 662
68 45338 675
69 46013 670
70 46683 687
71 47370 671
72 48041 725
73 48766 698
74 49464 679
75 50143 708
76 50851 676
77 51527 679
78 52206 682
79 52888 685
80 53573 722
81 54295 717
82 55012 660
83 55672 682
84 56354 676
85 57030 733
86 57763 675
87 58438 687
88 59125 662
89 59787 679
90 60466 674
91 61140 678
92 61818 666
93 62484 681
94 63165 675
95 63840 679
96 64519 677
97 65196 694
98 65890 648
99 66538 706
100 67244 720
101 67964 735
102 68699 659
103 69358 668
104 70026 687
105 70713 695
106 71408 716
107 72124 731
108 72855 735
109 73590 683
110 74273 680
111 74953 669
112 75622 673
113 76295 677
114 76972 674
115 77646 706
116 78352 686
117 79038 663
118 79701 665
119 80366 665
120 81031 677
121 81708 676
122 82384 705
123 83089 716
124 83805 719
125 84524 707
126 85231 699
127 85930 711
128 86641 695
129 87336 675
130 88011 221
131 88232 204
132 88436 691
133 89127 727
134 89854 672
135 90526 678
136 91204 673
137 91877 672
138 92549 714
139 93263 671
140 93934 685
141 94619 671
142 95290 654
143 95944 673
144 96617 677
145 97294 662
146 97956 675
147 98631 672
148 99303 690
149 99993 670
150 100663 679
151 101342 715
152 102057 720
153 102777 735
154 103512 709
155 104221 675
156 104896 685
157 105581 706
158 106287 708
159 106995 665
160 107660 681
161 108341 678
162 109019 691
163 109710 715
164 110425 675
165 111100 668
166 111768 708
167 112476 693
168 113169 670
169 113839 715
170 114554 679
171 115233 681
172 115914 691
173 116605 729
174 117334 724
175 118058 735
176 118793 677
177 119470 749
178 120219 706
179 120925 680
180 121605 669
181 122274 700
182 122974 659
183 123633 665
184 124298 688
185 124986 668
186 125654 686
187 126340 673
188 127013 700
189 127713 664
190 128377 698
191 129075 677
192 129752 707
193 130459 673
194 131132 679
195 131811 680
196 132491 692
197 133183 711
198 133894 665
199 134559 717
200 135276 684
201 135960 670
202 136630 708
203 137338 747
204 138085 726
205 138811 725
206 139536 718
207 140254 734
208 140988 737
209 141725 711
210 142436 706
211 143142 707
212 143849 724
213 144573 709
214 145282 694
215 145976 659
216 146635 694
217 147329 654
218 147983 707
219 148690 720
220 149410 756
221 150166 755
222 150921 746
223 151667 658
224 152325 667
225 152992 671
226 153663 678
227 154341 652
228 154993 698
229 155691 646
230 156337 656
231 156993 680
232 157673 659
233 158332 695
234 159027 231
235 159258 711
236 159969 700
237 160669 698
238 161367 705
239 162072 672
240 162744 737
241 163481 703
242 164184 659
243 164843 684
244 165527 673
245 166200 671
246 166871 668
247 167539 646
248 168185 669
249 168854 663
250 169517 669
251 170186 672
252 170858 667
253 171525 678
254 172203 716
255 172919 680
256 173599 705
257 174304 660
258 174964 688
259 175652 674
260 176326 738
261 177064 716
262 177780 709
263 178489 715
264 179204 682
265 179886 674
266 180560 697
267 181257 668
268 181925 682
269 182607 680
270 183287 708
271 183995 677
272 184672 700
273 185372 718
274 186090 715
275 186805 693
276 187498 685
277 188183 695
278 188878 680
279 189558 708
280 190266 682
281 190948 690
282 191638 675
283 192313 667
284 192980 662
285 193642 671
286 194313 655
287 194968 671
288 195639 688
289 196327 671
290 196998 667
291 197665 699
292 198364 679
293 199043 715
294 199758 707
295 200465 685
296 201150 712
297 201862 698
298 202560 704
299 203264 743
300 204007 694
301 204701 706
302 205407 661
303 206068 666
304 206734 658
305 207392 685
306 208077 668
307 208745 674
308 209419 669
309 210088 661
310 210749 675
311 211424 664
312 212088 684
313 212772 649
314 213421 662
315 214083 677
316 214760 673
317 215433 699
318 216132 703
319 216835 686
320 217521 665
321 218186 680
322 218866 658
323 219524 662
324 220186 652
325 220838 708
326 221546 660
327 222206 668
328 222874 690
329 223564 663
330 224227 661
331 224888 712
332 225600 689
333 226289 662
334 226951 660
335 227611 652
336 228263 731
337 228994 690
338 229684 658
339 230342 665
340 231007 660
341 231667 670
342 232337 648
343 232985 655
344 233640 654
345 234294 681
346 234975 663
347 235638 646
348 236284 106
349 236390 3254
350 239644 791
351 240435 6241
352 246676 6383
353 253059 5761
354 258820 10772
355 269592 3817
356 273409 1608
357 275017 2173
358 277190 9608
359 286798 4336
360 291134 6409
361 297543 3072
362 300615 6122
363 306737 6103
364 312840 1717
365 314557 6496
366 321053 3299
367 324352 6734
368 331086 9058
369 340144 1449
370 341593 2934
371 344527 1799
372 346326 3375
373 349701 6041
374 355742 6821
375 362563 6327
376 368890 6449
377 375339 9724
378 385063 9765
379 394828 1205
380 396033 738
381 396771 1171
382 397942 3821
383 401763 693
384 402456 5551
385 408007 1416
386 409423 2805
387 412228 2342
388 414570 5552
389 420122 12242
390 432364 2621
391 434985 26110
392 461095 3735
393 464830 4060
394 468890 12455
395 481345 3916
396 485261 14676
397 499937 12298
398 512235 3700
399 515935 1661
400 517596 9127
401 526723 1828
402 528551 737
403 529288 3256
404 532544 2881
405 535425 5844
406 541269 9643
407 550912 4068
408 554980 1159
409 556139 1810
410 557949 5525
411 563474 4622
412 568096 4568
413 572664 4419
414 577083 1883
415 578966 4395
416 583361 3700
417 587061 6189
418 593250 4216
419 597466 1130
420 598596 759
421 599355 8869
422 608224 3979
423 612203 7032
424 619235 1537
425 620772 2503
426 623275 1112
427 624387 1050
428 625437 1041
429 626478 5352
430 631830 11024
431 642854 772
432 643626 691
433 644317 4043
434 648360 10115
435 658475 1334
436 659809 3135
437 662944 877
438 663821 708
439 664529 652
440 665181 1013
441 666194 751
442 666945 1778
443 668723 12324
444 681047 4352
445 685399 11217
446 696616 3636
447 700252 106
448 700358 3162
449 703520 2479
450 705999 7815
451 713814 2692
452 716506 2043
453 718549 6246
454 724795 4274
455 729069 4394
456 733463 3863
457 737326 6916
458 744242 3633
459 747875 3313
460 751188 4653
461 755841 5295
462 761136 4472
463 765608 3448
464 769056 4150
465 773206 1168
466 774374 7976
467 782350 4600
468 786950 4418
469 791368 4403
470 795771 4115
471 799886 5593
472 805479 7827
473 813306 2375
474 815681 2156
475 817837 2979
476 820816 2973
477 823789 4643
478 828432 5458
479 833890 3197
480 837087 4117
481 841204 5489
482 846693 4711
483 851404 5147
484 856551 2519
485 859070 2757
486 861827 2997
487 864824 8291
488 873115 1257
489 874372 799
490 875171 232
491 875403 4177
492 879580 3373
493 882953 1573
494 884526 9978
495 894504 3097
496 897601 8784
497 906385 3992
498 910377 5274
499 915651 4961
500 920612 8613
501 929225 4826
502 934051 3949
503 938000 550
504 938550 4715
505 943265 4423
506 947688 3843
507 951531 5854
508 957385 7246
509 964631 6498
510 971129 2602
511 973731 3389
512 977120 996
513 978116 22940
514 1001056 18610
515 1019666 2612
516 1022278 8506
517 1030784 1675
518 1032459 2423
519 1034882 7165
520 1042047 3368
521 1045415 11043
522 1056458 2904
523 1059362 3540
524 1062902 3251
525 1066153 4865
526 1071018 7294
527 1078312 6932
528 1085244 6221
529 1091465 1103
530 1092568 2814
531 1095382 3475
532 1098857 1075
533 1099932 2466
534 1102398 1582
535 1103980 6373
536 1110353 13654
537 1124007 2126
538 1126133 12982
539 1139115 6499
540 1145614 2907
541 1148521 5061
542 1153582 1992
543 1155574 9074
544 1164648 6593
545 1171241 2509
546 1173750 6475
547 1180225 106
548 1180331 1115
549 1181446 6719
550 1188165 2190
551 1190355 1961
552 1192316 6236
553 1198552 3657
554 1202209 660
555 1202869 1866
556 1204735 3110
557 1207845 1287
558 1209132 2330
559 1211462 1142
560 1212604 3509
561 1216113 4141
562 1220254 4357
563 1224611 6317
564 1230928 3784
565 1234712 741
566 1235453 4306
567 1239759 4110
568 1243869 566
569 1244435 1028
570 1245463 1613
571 1247076 3684
572 1250760 3618
573 1254378 4833
574 1259211 2727
575 1261938 2108
576 1264046 3160
577 1267206 831
578 1268037 7211
579 1275248 976
580 1276224 3177
581 1279401 2414
582 1281815 2703
583 1284518 3435
584 1287953 2579
585 1290532 4100
586 1294632 2071
587 1296703 1891
588 1298594 4465
589 1303059 1452
590 1304511 4454
591 1308965 3911
592 1312876 5710
593 1318586 6694
594 1325280 4560
595 1329840 1830
596 1331670 1299
597 1332969 2878
598 1335847 6473
599 1342320 2568
600 1344888 3477
601 1348365 2742
602 1351107 2306
603 1353413 10529
604 1363942 793
605 1364735 9145
606 1373880 6843
607 1380723 2234
608 1382957 2550
609 1385507 2420
610 1387927 2399
611 1390326 1376
612 1391702 1165
613 1392867 2975
614 1395842 10201
615 1406043 1306
616 1407349 3998
617 1411347 1154
618 1412501 486
619 1412987 10825
620 1423812 1865
621 1425677 3393
622 1429070 3372
623 1432442 3612
624 1436054 9722
625 1445776 2214
626 1447990 1141
627 1449131 810
628 1449941 1084
629 1451025 1862
630 1452887 8551
631 1461438 3485
632 1464923 6375
633 1471298 4844
634 1476142 5640
635 1481782 1736
636 1483518 5390
637 1488908 1721
638 1490629 1740
639 1492369 6832
640 1499201 2814
641 1502015 1526
642 1503541 2096
643 1505637 2610
644 1508247 2607
645 1510854 3810
646 1514664 106
647 1514770 753
648 1515523 5978
649 1521501 3354
650 1524855 8971
651 1533826 4043
652 1537869 2069
653 1539938 3450
654 1543388 7616
655 1551004 2660
656 1553664 2757
657 1556421 9688
658 1566109 19365
659 1585474 3136
660 1588610 2773
661 1591383 5396
662 1596779 2281
663 1599060 4287
664 1603347 6616
665 1609963 990
666 1610953 4909
667 1615862 8308
668 1624170 5375
669 1629545 6706
670 1636251 950
671 1637201 3815
672 1641016 2979
673 1643995 3614
674 1647609 2570
675 1650179 3730
676 1653909 4716
677 1658625 9660
678 1668285 9667
679 1677952 11559
680 1689511 2183
681 1691694 4826
682 1696520 3048
683 1699568 1678
684 1701246 5816
685 1707062 2061
686 1709123 1953
687 1711076 8422
688 1719498 8825
689 1728323 2788
690 1731111 4523
691 1735634 3178
692 1738812 1974
693 1740786 10679
694 1751465 6312
695 1757777 4913
696 1762690 5336
697 1768026 1350
698 1769376 1886
699 1771262 3635
700 1774897 226
701 1775123 3734
702 1778857 2563
703 1781420 7718
704 1789138 7035
705 1796173 6518
706 1802691 8832
707 1811523 3183
708 1814706 2843
709 1817549 1876
710 1819425 7093
711 1826518 3444
712 1829962 2683
713 1832645 1195
714 1833840 11669
715 1845509 10873
716 1856382 9934
717 1866316 6969
718 1873285 8969
719 1882254 2325
720 1884579 552
721 1885131 2807
722 1887938 655
723 1888593 6405
724 1894998 4332
725 1899330 2354
726 1901684 9225
727 1910909 6553
728 1917462 1594
729 1919056 7446
730 1926502 2765
731 1929267 7716
732 1936983 4507
733 1941490 2972
734 1944462 6342
735 1950804 9286
736 1960090 3006
737 1963096 4418
738 1967514 3930
739 1971444 1748
740 1973192 6550
741 1979742 5507
742 1985249 5266
743 1990515 8062
744 1998577 1870
745 2000447 2852
746 2003299 106
747 2003405 2050
748 2005455 1884
749 2007339 2676
750 2010015 3218
751 2013233 9569
752 2022802 3493
